Ref_Date,Geo,School,Source,Stats,Vector,Coordinate,Value
2010,British Columbia,Bachelors,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835511,11.2.2.4,26
2000,British Columbia,Bachelors,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835512,11.2.2.5,17200
2005,British Columbia,Bachelors,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835512,11.2.2.5,21500
2010,British Columbia,Bachelors,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835512,11.2.2.5,23000
2000,British Columbia,Bachelors,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835513,11.2.3.1,18
2005,British Columbia,Bachelors,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835513,11.2.3.1,22
2010,British Columbia,Bachelors,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835513,11.2.3.1,26
2000,British Columbia,Bachelors,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835514,11.2.3.2,
2005,British Columbia,Bachelors,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835514,11.2.3.2,18
2010,British Columbia,Bachelors,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835514,11.2.3.2,25
2000,British Columbia,Bachelors,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835515,11.2.3.3,8600
2005,British Columbia,Bachelors,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835515,11.2.3.3,14200
2010,British Columbia,Bachelors,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835515,11.2.3.3,19100
2000,British Columbia,Bachelors,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835516,11.2.3.4,48
2005,British Columbia,Bachelors,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835516,11.2.3.4,33
2010,British Columbia,Bachelors,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835516,11.2.3.4,50
2000,British Columbia,Bachelors,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835517,11.2.3.5,8200
2005,British Columbia,Bachelors,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835517,11.2.3.5,15700
2010,British Columbia,Bachelors,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835517,11.2.3.5,20500
2000,British Columbia,Masters,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835518,11.3.1.1,36
2005,British Columbia,Masters,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835518,11.3.1.1,44
2010,British Columbia,Masters,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835518,11.3.1.1,36
2000,British Columbia,Masters,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835519,11.3.1.2,34
2005,British Columbia,Masters,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835519,11.3.1.2,44
2010,British Columbia,Masters,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835519,11.3.1.2,42
2000,British Columbia,Masters,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835520,11.3.1.3,20100
2005,British Columbia,Masters,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835520,11.3.1.3,25600
2010,British Columbia,Masters,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835520,11.3.1.3,27300
2000,British Columbia,Masters,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835521,11.3.1.4,37
2005,British Columbia,Masters,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835521,11.3.1.4,33
2010,British Columbia,Masters,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835521,11.3.1.4,37
